Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
1747,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:56:16 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"700 ms",config.xlsx,S_1_V30_80.mp4,1,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2067,6.07,5740a28872b4fb000f09a95b
1748,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:56:23 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"2400 ms",config.xlsx,L_17_V50_100.mp4,72,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,19031,136.25,610c6c0904a537eaadf52096
1749,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:56:40 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"2100 ms",config.xlsx,S_17_V30_80.mp4,39,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,7999,19.12,5740a28872b4fb000f09a95b
1750,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:56:48 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"2500 ms",config.xlsx,S_10_V100_50.mp4,24,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,40078,95.80,610c6c0904a537eaadf52096
1751,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:57:02 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"1400 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2181,5.21,5740a28872b4fb000f09a95b
1752,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:57:15 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"4500 ms",config.xlsx,S_5_V80_30.mp4,12,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1687,4.25,610c6c0904a537eaadf52096
1753,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:57:24 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1100 ms",config.xlsx,S_21_V30_80.mp4,48,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,4624,11.05,5740a28872b4fb000f09a95b
1754,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:57:47 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"1100 ms",config.xlsx,S_15_V30_80.mp4,34,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,5511,13.17,5740a28872b4fb000f09a95b
1755,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:58:11 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"2300 ms",config.xlsx,S_9_V50_100.mp4,22,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,21809,52.13,5740a28872b4fb000f09a95b
1756,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:58:11 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"32800 ms",config.xlsx,S_12_V80_30.mp4,28,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3553,8.49,610c6c0904a537eaadf52096
1757,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:58:35 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"2200 ms",config.xlsx,S_10_V50_100.mp4,23,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,32503,77.69,5740a28872b4fb000f09a95b
1758,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:58:36 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"2000 ms",config.xlsx,S_16_V30_80.mp4,36,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1903,4.55,610c6c0904a537eaadf52096
1759,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 10:59:38 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"1200 ms",config.xlsx,L_28_V30_80.mp4,79,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,5702,40.83,5740a28872b4fb000f09a95b
1760,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 10:59:42 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"2600 ms",config.xlsx,L_22_V30_80.mp4,75,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3053,21.86,610c6c0904a537eaadf52096
1761,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:00:00 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"1800 ms",config.xlsx,S_4_V50_100.mp4,9,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,10480,23.76,5740a28872b4fb000f09a95b
1762,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:00:23 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"2100 ms",config.xlsx,S_20_V100_50.mp4,47,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,20817,49.76,5740a28872b4fb000f09a95b
1763,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:00:47 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"2100 ms",config.xlsx,S_20_V50_100.mp4,46,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,24731,59.12,5740a28872b4fb000f09a95b
1764,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:00:48 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"2400 ms",config.xlsx,L_28_V30_80.mp4,79,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,5702,40.83,610c6c0904a537eaadf52096
1765,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:01:06 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1900 ms",config.xlsx,S_3_V30_80.mp4,6,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2341,4.46,5740a28872b4fb000f09a95b
1766,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:01:18 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"2500 ms",config.xlsx,S_1_V80_30.mp4,2,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2233,6.56,610c6c0904a537eaadf52096
1767,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:01:29 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"1800 ms",config.xlsx,S_23_V30_80.mp4,53,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1902,4.55,5740a28872b4fb000f09a95b
1768,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:01:42 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"2500 ms",config.xlsx,S_14_V80_30.mp4,31,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,5947,14.21,610c6c0904a537eaadf52096
1769,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:02:08 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"1900 ms",config.xlsx,S_5_V30_80.mp4,11,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1230,3.09,610c6c0904a537eaadf52096
1770,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:02:32 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1600 ms",config.xlsx,L_13_V80_30.mp4,69,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,5609,40.16,5740a28872b4fb000f09a95b
1771,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:02:33 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Fair,"2100 ms",config.xlsx,S_23_V30_80.mp4,53,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1902,4.55,610c6c0904a537eaadf52096
1772,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:02:53 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"1500 ms",config.xlsx,S_3_V30_80.mp4,6,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2341,4.46,610c6c0904a537eaadf52096
1773,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:02:55 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,S_11_V80_30.mp4,26,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1670,3.99,5740a28872b4fb000f09a95b
1774,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:03:14 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"2300 ms",config.xlsx,S_3_V50_100.mp4,8,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,8236,15.70,5740a28872b4fb000f09a95b
1775,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:03:17 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"900 ms",config.xlsx,S_23_V80_30.mp4,54,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1513,3.62,610c6c0904a537eaadf52096
1776,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:04:18 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"2500 ms",config.xlsx,L_20_V100_50.mp4,74,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,18602,133.19,5740a28872b4fb000f09a95b
1777,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:04:30 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"10300 ms",config.xlsx,L_4_V30_80.mp4,63,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,918,6.57,610c6c0904a537eaadf52096
1778,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:04:41 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1900 ms",config.xlsx,S_23_V80_30.mp4,54,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1513,3.62,5740a28872b4fb000f09a95b
1779,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:05:04 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,S_21_V80_30.mp4,49,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,4663,11.15,5740a28872b4fb000f09a95b
1780,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:06:06 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"1400 ms",config.xlsx,L_22_V30_80.mp4,75,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3053,21.86,5740a28872b4fb000f09a95b
1781,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:06:30 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"2600 ms",config.xlsx,S_22_V50_100.mp4,51,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,59,16:9,23450,56.05,5740a28872b4fb000f09a95b
1782,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:06:33 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"101500 ms",config.xlsx,S_4_V100_50.mp4,10,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,11913,27.01,610c6c0904a537eaadf52096
1783,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:06:53 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1800 ms",config.xlsx,S_19_V30_80.mp4,43,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,4873,11.65,5740a28872b4fb000f09a95b
1784,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:06:59 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"2200 ms",config.xlsx,S_18_V100_50.mp4,42,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,22560,53.92,610c6c0904a537eaadf52096
1785,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:07:17 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"2000 ms",config.xlsx,S_12_V30_80.mp4,27,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,58,16:9,3583,8.56,5740a28872b4fb000f09a95b
1786,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:07:41 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"2200 ms",config.xlsx,S_5_V80_30.mp4,12,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1687,4.25,5740a28872b4fb000f09a95b
1787,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:07:47 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Poor,"1800 ms",config.xlsx,L_5_V50_100.mp4,64,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3949,20.07,610c6c0904a537eaadf52096
1788,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:08:04 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"2000 ms",config.xlsx,S_16_V50_100.mp4,37,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,10008,23.92,5740a28872b4fb000f09a95b
1789,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:08:27 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,S_9_V30_80.mp4,20,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1935,4.62,5740a28872b4fb000f09a95b
1790,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:08:39 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"26100 ms",config.xlsx,S_21_V80_30.mp4,49,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,187,16:9,4663,11.15,610c6c0904a537eaadf52096
1791,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:09:29 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1300 ms",config.xlsx,L_7_V80_30.mp4,65,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,605,4.33,5740a28872b4fb000f09a95b
1792,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:09:33 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"30900 ms",config.xlsx,S_9_V50_100.mp4,22,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,21809,52.13,610c6c0904a537eaadf52096
1793,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:10:32 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,L_8_V100_50.mp4,66,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,17100,122.43,5740a28872b4fb000f09a95b
1794,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:10:40 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"2600 ms",config.xlsx,L_11_V50_100.mp4,68,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,27807,199.09,610c6c0904a537eaadf52096
1795,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:10:54 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1000 ms",config.xlsx,S_9_V80_30.mp4,21,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1959,4.68,5740a28872b4fb000f09a95b
1796,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:11:16 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Excellent,"12700 ms",config.xlsx,S_17_V30_80.mp4,39,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,7999,19.12,610c6c0904a537eaadf52096
1797,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:11:17 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1700 ms",config.xlsx,S_13_V30_80.mp4,29,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3564,8.52,5740a28872b4fb000f09a95b
1798,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:11:40 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"1100 ms",config.xlsx,S_21_V30_80.mp4,48,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,4624,11.05,610c6c0904a537eaadf52096
1799,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:12:14 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Bad,"1600 ms",config.xlsx,L_25_V80_30.mp4,77,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1556,10.05,5740a28872b4fb000f09a95b
1800,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:12:19 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"16400 ms",config.xlsx,S_7_V30_80.mp4,15,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2181,5.21,610c6c0904a537eaadf52096
1801,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:12:38 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"2300 ms",config.xlsx,S_25_V80_30.mp4,58,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1162,1.88,610c6c0904a537eaadf52096
1802,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:12:46 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1600 ms",config.xlsx,L_16_V30_80.mp4,71,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,2162,7.77,5740a28872b4fb000f09a95b
1803,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:13:13 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1800 ms",config.xlsx,S_2_V100_50.mp4,5,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,8738,25.27,5740a28872b4fb000f09a95b
1804,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:13:18 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"20400 ms",config.xlsx,S_3_V50_100.mp4,8,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,8236,15.70,610c6c0904a537eaadf52096
1805,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:13:37 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"2200 ms",config.xlsx,S_14_V50_100.mp4,32,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,21543,51.50,5740a28872b4fb000f09a95b
1806,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:13:53 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"12100 ms",config.xlsx,S_19_V30_80.mp4,43,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,4873,11.65,610c6c0904a537eaadf52096
1807,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:14:00 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1100 ms",config.xlsx,S_12_V80_30.mp4,28,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,3553,8.49,5740a28872b4fb000f09a95b
1808,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:14:19 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"4200 ms",config.xlsx,S_6_V100_50.mp4,14,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,12952,29.46,610c6c0904a537eaadf52096
1809,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:14:21 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Excellent,"200 ms",config.xlsx,S_16_V100_50.mp4,38,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,23765,56.81,5740a28872b4fb000f09a95b
1810,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:14:44 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,S_17_V80_30.mp4,40,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,7438,17.78,5740a28872b4fb000f09a95b
1811,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:15:31 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"8500 ms",config.xlsx,L_20_V100_50.mp4,74,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,18602,133.19,610c6c0904a537eaadf52096
1812,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:15:42 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"2500 ms",config.xlsx,L_14_V100_50.mp4,70,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,29812,192.57,5740a28872b4fb000f09a95b
1813,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:16:01 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"7900 ms",config.xlsx,S_9_V80_30.mp4,21,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,1959,4.68,610c6c0904a537eaadf52096
1814,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:16:05 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Poor,"1900 ms",config.xlsx,S_10_V100_50.mp4,24,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,40078,95.80,5740a28872b4fb000f09a95b
1815,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:17:07 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"900 ms",config.xlsx,L_17_V50_100.mp4,72,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,19031,136.25,5740a28872b4fb000f09a95b
1816,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:17:24 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Fair,"1600 ms",config.xlsx,S_26_V50_100.mp4,59,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,,,5740a28872b4fb000f09a95b
1817,62ed2000a7a1d3951f29b1e965a27a92,"Wednesday 19th of March 2025 11:17:38 AM UTC",Mexico,"19 to 30",Female,Undergraduate,"Engineering and Technology","Neutral (0)",Medium,Art,Good,"30500 ms",config.xlsx,L_29_V50_100.mp4,80,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,120,16:9,35119,251.44,610c6c0904a537eaadf52096
1818,70e22db25d4f3b5b65881074090e7746,"Wednesday 19th of March 2025 11:17:46 AM UTC",Belgium,"19 to 30",Female,GCSEs,"Engineering and Technology","Neutral (0)",Low,Art,Good,"1000 ms",config.xlsx,S_14_V100_50.mp4,33,"Chrome 134.0.0.0","2048 X 1280",Windows,1080,1920,60,16:9,23189,55.43,5740a28872b4fb000f09a95b
