Serial No.,Session ID:,Timestamp (UTC),Country,Age,Gender,Education,Education Type,Mood,Tiredness,Interests,Selection,Time,File Name,URL,Video_ID,Browser,Screen Size,OS,Height,Width,FPS,Aspect Ratio,Bitrate (Kbps),File Size (MB),PROLIFIC_PID
3462,3e9faa33ab90fa233cead75fef81d573,"Friday 28th of March 2025 03:39:00 PM UTC",Hungary,"19 to 30",Male,Undergraduate,Economic,"Neutral (0)",Medium,Nature,Excellent,"1000 ms",config.xlsx,S_11_ProfileC90.mp4,120,"Chrome 134.0.0.0","2560 X 1080",Windows,1080,1920,60,16:9,37119,88.54,5f99dc8aa866bf0bf2d60f46
3463,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:39:07 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Good,"25300 ms",config.xlsx,S_1_ProfileC50.mp4,29,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,1571,4.60,5a9ddcabdbdb470001ef032d
3464,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:39:07 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Good,"2200 ms",config.xlsx,S_4_ProfileC90.mp4,90,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,12306,27.90,57c357770e6a1f00015f6038
3465,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:39:08 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Good,"800 ms",config.xlsx,S_20_ProfileC70.mp4,56,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8365,19.95,65c12f82f8bf47156aa06152
3466,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:39:10 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Bad,"2400 ms",config.xlsx,S_10_ProfileC30.mp4,40,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,449,1.07,66d31c165906311ab403cab6
3467,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:39:14 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Poor,"1600 ms",config.xlsx,S_11_ProfileC50.mp4,81,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,691,1.65,664767168f4bcf47044c9194
3468,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:39:15 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Good,"1500 ms",config.xlsx,S_15_ProfileC50.mp4,52,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,3763,8.98,65ce2a4ff956b6a7e2282d49
3469,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:39:31 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Good,"2600 ms",config.xlsx,S_17_ProfileC90.mp4,30,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,27006,64.42,5a9ddcabdbdb470001ef032d
3470,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:39:32 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Bad,"800 ms",config.xlsx,S_10_ProfileC30.mp4,57,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,59,16:9,449,1.07,65c12f82f8bf47156aa06152
3471,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:39:34 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Excellent,"700 ms",config.xlsx,S_1_ProfileC90.mp4,91,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,7355,21.55,57c357770e6a1f00015f6038
3472,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:39:35 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Good,"2500 ms",config.xlsx,S_11_ProfileC90.mp4,41,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,37119,88.54,66d31c165906311ab403cab6
3473,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:39:36 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Poor,"1100 ms",config.xlsx,S_7_ProfileC50.mp4,82,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,514,1.23,664767168f4bcf47044c9194
3474,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:39:38 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Fair,"1400 ms",config.xlsx,S_9_ProfileC50.mp4,53,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1167,2.78,65ce2a4ff956b6a7e2282d49
3475,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:39:56 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Good,"1400 ms",config.xlsx,S_18_ProfileC70.mp4,92,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,7524,17.95,57c357770e6a1f00015f6038
3476,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:39:57 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Bad,"1100 ms",config.xlsx,S_12_ProfileC30.mp4,58,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,59,16:9,1011,2.41,65c12f82f8bf47156aa06152
3477,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:39:57 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Good,"4200 ms",config.xlsx,S_19_ProfileC50.mp4,1,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,359,16:9,3423,8.16,60dc9eef1d2e18498fddb772
3478,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:39:58 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Excellent,"1100 ms",config.xlsx,S_17_ProfileC90.mp4,83,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,27006,64.42,664767168f4bcf47044c9194
3479,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:39:58 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Bad,"1100 ms",config.xlsx,S_24_ProfileC30.mp4,42,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,615,1.47,66d31c165906311ab403cab6
3480,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:40:01 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Good,"2000 ms",config.xlsx,S_10_ProfileC70.mp4,54,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,2106,5.02,65ce2a4ff956b6a7e2282d49
3481,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:40:01 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Fair,"8700 ms",config.xlsx,S_8_ProfileC30.mp4,31,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,649,1.55,5a9ddcabdbdb470001ef032d
3482,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:40:18 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Fair,"1300 ms",config.xlsx,S_15_ProfileC50.mp4,93,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,3763,8.98,57c357770e6a1f00015f6038
3483,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:40:20 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Good,"1000 ms",config.xlsx,S_14_ProfileC70.mp4,84,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,7355,17.54,664767168f4bcf47044c9194
3484,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:40:21 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Fair,"2300 ms",config.xlsx,S_20_ProfileC70.mp4,59,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,57,16:9,8365,19.95,65c12f82f8bf47156aa06152
3485,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:40:22 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Poor,"2100 ms",config.xlsx,S_16_ProfileC30.mp4,43,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,966,2.31,66d31c165906311ab403cab6
3486,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:40:23 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Excellent,"1900 ms",config.xlsx,S_11_ProfileC90.mp4,55,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,37119,88.54,65ce2a4ff956b6a7e2282d49
3487,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:40:25 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Good,"2800 ms",config.xlsx,S_19_ProfileC50.mp4,32,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,3423,8.16,5a9ddcabdbdb470001ef032d
3488,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:40:26 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Excellent,"1200 ms",config.xlsx,S_1_ProfileC50.mp4,2,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,359,16:9,1571,4.60,60dc9eef1d2e18498fddb772
3489,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:40:36 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Poor,"1900 ms",config.xlsx,S_3_ProfileC50.mp4,94,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,1597,3.03,57c357770e6a1f00015f6038
3490,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:40:40 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Bad,"1100 ms",config.xlsx,S_4_ProfileC30.mp4,85,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,187,0.42,664767168f4bcf47044c9194
3491,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:40:44 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Poor,"4200 ms",config.xlsx,S_3_ProfileC50.mp4,60,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,57,16:9,1597,3.03,65c12f82f8bf47156aa06152
3492,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:40:46 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Good,"1600 ms",config.xlsx,S_20_ProfileC70.mp4,56,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8365,19.95,65ce2a4ff956b6a7e2282d49
3493,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:40:47 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Fair,"2800 ms",config.xlsx,S_9_ProfileC50.mp4,44,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,1167,2.78,66d31c165906311ab403cab6
3494,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:40:48 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Fair,"2500 ms",config.xlsx,S_20_ProfileC30.mp4,33,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,2153,5.14,5a9ddcabdbdb470001ef032d
3495,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:40:56 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Fair,"6300 ms",config.xlsx,S_16_ProfileC30.mp4,3,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,362,16:9,966,2.31,60dc9eef1d2e18498fddb772
3496,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:40:57 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Bad,"700 ms",config.xlsx,S_2_ProfileC30.mp4,95,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,493,1.12,57c357770e6a1f00015f6038
3497,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:40:57 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Fair,"2500 ms",config.xlsx,S_26_ProfileC70.mp4,86,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,3452,5.81,664767168f4bcf47044c9194
3498,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:41:08 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Bad,"1100 ms",config.xlsx,S_10_ProfileC30.mp4,57,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,449,1.07,65ce2a4ff956b6a7e2282d49
3499,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:41:10 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Excellent,"2200 ms",config.xlsx,S_14_ProfileC70.mp4,61,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,17.54,65c12f82f8bf47156aa06152
3500,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:41:11 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Excellent,"2000 ms",config.xlsx,S_22_ProfileC70.mp4,45,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,8985,21.43,66d31c165906311ab403cab6
3501,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:41:12 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Excellent,"2500 ms",config.xlsx,S_9_ProfileC50.mp4,34,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,1167,2.78,5a9ddcabdbdb470001ef032d
3502,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:41:18 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Bad,"1100 ms",config.xlsx,S_10_ProfileC30.mp4,96,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,449,1.07,57c357770e6a1f00015f6038
3503,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:41:19 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Fair,"1100 ms",config.xlsx,S_23_ProfileC50.mp4,87,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,1016,2.42,664767168f4bcf47044c9194
3504,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:41:21 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Excellent,"1500 ms",config.xlsx,S_19_ProfileC90.mp4,4,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,359,16:9,22810,54.41,60dc9eef1d2e18498fddb772
3505,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:41:31 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Poor,"1700 ms",config.xlsx,S_12_ProfileC30.mp4,58,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1011,2.41,65ce2a4ff956b6a7e2282d49
3506,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:41:34 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Bad,"2400 ms",config.xlsx,S_12_ProfileC30.mp4,62,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,57,16:9,1011,2.41,65c12f82f8bf47156aa06152
3507,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:41:35 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Poor,"1900 ms",config.xlsx,S_4_ProfileC30.mp4,35,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,187,0.42,5a9ddcabdbdb470001ef032d
3508,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:41:36 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Good,"1800 ms",config.xlsx,S_19_ProfileC90.mp4,46,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,22810,54.41,66d31c165906311ab403cab6
3509,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:41:40 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Bad,"1300 ms",config.xlsx,S_2_ProfileC30.mp4,88,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,493,1.12,664767168f4bcf47044c9194
3510,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:41:41 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Excellent,"1100 ms",config.xlsx,S_21_ProfileC90.mp4,97,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,16265,38.80,57c357770e6a1f00015f6038
3511,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:41:50 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Poor,"6000 ms",config.xlsx,S_2_ProfileC30.mp4,5,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,360,16:9,493,1.12,60dc9eef1d2e18498fddb772
3512,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:41:52 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Good,"1200 ms",config.xlsx,S_20_ProfileC70.mp4,59,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,8365,19.95,65ce2a4ff956b6a7e2282d49
3513,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:41:58 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Good,"1600 ms",config.xlsx,S_4_ProfileC90.mp4,47,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,12306,27.90,66d31c165906311ab403cab6
3514,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:41:59 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Poor,"1000 ms",config.xlsx,S_11_ProfileC50.mp4,63,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,691,1.65,65c12f82f8bf47156aa06152
3515,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:41:59 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Excellent,"2000 ms",config.xlsx,S_5_ProfileC90.mp4,36,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,6923,17.38,5a9ddcabdbdb470001ef032d
3516,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:42:02 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Poor,"1100 ms",config.xlsx,S_8_ProfileC30.mp4,89,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,649,1.55,664767168f4bcf47044c9194
3517,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:42:08 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Poor,"1300 ms",config.xlsx,S_1_ProfileC50.mp4,98,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,1571,4.60,57c357770e6a1f00015f6038
3518,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:42:11 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Fair,"1200 ms",config.xlsx,S_3_ProfileC50.mp4,60,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1597,3.03,65ce2a4ff956b6a7e2282d49
3519,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:42:15 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Good,"1800 ms",config.xlsx,S_10_ProfileC70.mp4,6,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,360,16:9,2106,5.02,60dc9eef1d2e18498fddb772
3520,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:42:19 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Good,"4600 ms",config.xlsx,S_25_ProfileC90.mp4,48,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,7669,12.38,66d31c165906311ab403cab6
3521,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:42:23 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Good,"1200 ms",config.xlsx,S_4_ProfileC90.mp4,90,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,12306,27.90,664767168f4bcf47044c9194
3522,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:42:23 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Excellent,"2300 ms",config.xlsx,S_6_ProfileC70.mp4,37,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,2927,6.64,5a9ddcabdbdb470001ef032d
3523,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:42:29 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Poor,"6200 ms",config.xlsx,S_23_ProfileC50.mp4,64,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,58,16:9,1016,2.42,65c12f82f8bf47156aa06152
3524,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:42:30 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Good,"2000 ms",config.xlsx,S_2_ProfileC70.mp4,99,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,1202,2.73,57c357770e6a1f00015f6038
3525,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:42:35 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Good,"3300 ms",config.xlsx,S_14_ProfileC70.mp4,61,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,7355,17.54,65ce2a4ff956b6a7e2282d49
3526,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:42:39 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Poor,"1300 ms",config.xlsx,S_12_ProfileC30.mp4,7,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,359,16:9,1011,2.41,60dc9eef1d2e18498fddb772
3527,1791128623a64891ce1971a1a1a5d3e3,"Friday 28th of March 2025 03:42:43 PM UTC",Latvia,"19 to 30",Female,GCSEs,Other,"Neutral (0)",Low,"Cinema, movies",Fair,"1300 ms",config.xlsx,S_19_ProfileC50.mp4,49,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,60,16:9,3423,8.16,66d31c165906311ab403cab6
3528,f14970d0c0e30d5c5813252cdb8b8463,"Friday 28th of March 2025 03:42:48 PM UTC",Italy,"Above 45",Female,Post-Graduate,Humanistic,"Neutral (0)",Medium,Art,Excellent,"3100 ms",config.xlsx,S_19_ProfileC90.mp4,38,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,22810,54.41,5a9ddcabdbdb470001ef032d
3529,799b043e4802c7caa9f7304e7b111670,"Friday 28th of March 2025 03:42:50 PM UTC",Sweden,"31 to 45",Male,GCSEs,"Engineering and Technology","Positive (+)",Low,Sport,Good,"1300 ms",config.xlsx,S_1_ProfileC90.mp4,91,"Chrome 134.0.0.0","1920 X 1200",Windows,1080,1920,60,16:9,7355,21.55,664767168f4bcf47044c9194
3530,4693b51315a518bec13a7b31a0f38196,"Friday 28th of March 2025 03:42:52 PM UTC","United Kingdom","31 to 45",Female,Post-Graduate,Pedagogical,"Positive (+)",Low,Art,Good,"1100 ms",config.xlsx,S_10_ProfileC70.mp4,100,"Chrome 134.0.0.0","2560 X 1440",Windows,1080,1920,165,16:9,2106,5.02,57c357770e6a1f00015f6038
3531,47b3ca647781dc0e07f417c01153cb68,"Friday 28th of March 2025 03:42:54 PM UTC",Mexico,"31 to 45",Male,GCSEs,"Engineering and Technology","Neutral (0)",Low,Beauty,Bad,"2100 ms",config.xlsx,S_5_ProfileC50.mp4,65,"Chrome 133.0.0.0","1920 X 1080",Windows,1080,1920,58,16:9,869,2.18,65c12f82f8bf47156aa06152
3532,6ebdd341221aa1e645f0ac2174b86ff6,"Friday 28th of March 2025 03:42:57 PM UTC",Hungary,"Above 45",Female,GCSEs,Administrative,"Neutral (0)",Low,"Cinema, movies",Poor,"1400 ms",config.xlsx,S_12_ProfileC30.mp4,62,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,60,16:9,1011,2.41,65ce2a4ff956b6a7e2282d49
3533,e20b6a7c4499b5f0c9513fd0c06c4feb,"Friday 28th of March 2025 03:42:58 PM UTC",Mexico,"19 to 30",Female,Undergraduate,Economic,"Positive (+)",Low,Beauty,Good,"1900 ms",config.xlsx,S_26_ProfileC70.mp4,8,"Chrome 134.0.0.0","1920 X 1080",Windows,1080,1920,359,16:9,3452,5.81,60dc9eef1d2e18498fddb772
